date,Closing price
2020/1/13,341.5
2020/1/14,346
2020/1/15,340
2020/1/16,334.5
2020/1/17,333
2020/1/20,333
2020/1/30,316.5
2020/1/31,320
2020/2/3,315
2020/2/4,325
2020/2/5,327.5
2020/2/6,332.5
2020/2/7,328
2020/2/10,327.5
2020/2/11,331.5
2020/2/12,335
2020/2/13,335
2020/2/14,335
2020/2/17,331.5
2020/2/18,322
2020/2/19,326.5
2020/2/20,325.5
2020/2/21,325
2020/2/24,320
2020/2/25,322
2020/2/26,318.5
2020/2/27,316
2020/3/2,311
2020/3/3,317.5
2020/3/4,320.5
2020/3/5,323
2020/3/6,315
2020/3/9,305.5
2020/3/10,307
2020/3/11,302
2020/3/12,294
2020/3/13,290
2020/3/16,276.5
2020/3/17,268
2020/3/18,260
2020/3/19,248
2020/3/20,270
2020/3/23,255
2020/3/24,267.5
2020/3/25,277
2020/3/26,280
2020/3/27,273
2020/3/30,267.5
2020/3/31,274
2020/4/1,271.5
2020/4/6,275.5
2020/4/7,283
2020/4/8,285
2020/4/9,283
2020/4/10,279.5
2020/4/13,278.5
2020/4/14,285
2020/4/15,287.5
2020/4/16,286.5
2020/4/17,306.5
2020/4/20,304
2020/4/21,295
2020/4/22,294
2020/4/23,295.5
2020/4/24,294
2020/4/27,298
2020/4/28,296.5
2020/4/29,299
2020/4/30,304.5
2020/5/4,295
2020/5/5,295.5
2020/5/6,296
2020/5/7,297.5
2020/5/8,297.5
2020/5/11,301
2020/5/12,295
2020/5/13,297
2020/5/14,293
2020/5/15,298
2020/5/18,290
2020/5/19,291.5
2020/5/20,294
2020/5/21,297.5
2020/5/22,292
2020/5/25,292
2020/5/26,295.5
2020/5/27,296.5
2020/5/28,294
2020/5/29,292
2020/6/1,295.5
2020/6/2,296.5
2020/6/3,301
2020/6/4,306
2020/6/5,311.5
2020/6/8,318
2020/6/9,319
2020/6/10,322.5
2020/6/11,320.5
2020/6/12,316
2020/6/15,309.5
2020/6/16,315
2020/6/17,315
2020/6/18,314.5
2020/6/19,314.5
2020/6/22,312
2020/6/23,315
2020/6/24,317.5
2020/6/29,312
2020/6/30,313
2020/7/1,317.5
2020/7/2,322
2020/7/3,329.5
2020/7/6,338
2020/7/7,338.5
2020/7/8,341
2020/7/9,345
2020/7/10,348.5
2020/7/13,354.5
2020/7/14,363.5
2020/7/15,363
2020/7/16,357.5
2020/7/17,367
2020/7/20,366
2020/7/21,383
2020/7/22,384
2020/7/23,381.5
2020/7/24,386
2020/7/27,424.5
2020/7/28,435
2020/7/29,422
2020/7/30,434
2020/7/31,425.5
2020/8/3,416
2020/8/4,425.5
2020/8/5,429
2020/8/6,435
2020/8/7,433
2020/8/10,435.5
2020/8/11,429
2020/8/12,419
2020/8/13,429
2020/8/14,427
2020/8/17,435
2020/8/18,433
2020/8/19,427.5
2020/8/20,415
2020/8/21,424.5
2020/8/24,428
2020/8/25,434.5
2020/8/26,442
2020/8/27,444
2020/8/28,435
2020/8/31,426.5
2020/9/1,435
2020/9/2,433
2020/9/3,436
2020/9/4,429
2020/9/7,426
2020/9/8,431
2020/9/9,427
2020/9/10,435
2020/9/11,436.5
2020/9/14,441
2020/9/15,445
2020/9/16,458
2020/9/17,448.5
2020/9/18,444
2020/9/21,440
2020/9/22,437
2020/9/23,433.5
2020/9/24,423
2020/9/25,424
2020/9/28,431.5
2020/9/29,431
2020/9/30,433
2020/10/5,432.5
2020/10/6,439.5
2020/10/7,443
2020/10/8,453
2020/10/12,460
2020/10/13,462
2020/10/14,459
2020/10/15,453
2020/10/16,449
2020/10/19,457.5
2020/10/20,451
2020/10/21,453
2020/10/22,455
2020/10/23,452
2020/10/26,450
2020/10/27,447
2020/10/28,444
2020/10/29,437
2020/10/30,432
2020/11/2,435.5
2020/11/3,441
2020/11/4,450
2020/11/5,451
2020/11/6,452.5
2020/11/9,458.5
2020/11/10,451
2020/11/11,457
2020/11/12,458
2020/11/13,462
2020/11/16,484
2020/11/17,485.5
2020/11/18,497
2020/11/19,490
2020/11/20,488
2020/11/23,496.5
2020/11/24,492
2020/11/25,487
2020/11/26,489
2020/11/27,489
2020/11/30,480.5
2020/12/1,490
2020/12/2,499
2020/12/3,497
2020/12/4,503
2020/12/7,514
2020/12/8,524
2020/12/9,520
2020/12/10,512
2020/12/11,516
2020/12/14,508
2020/12/15,504
2020/12/16,512
2020/12/17,508
2020/12/18,510
2020/12/21,516
2020/12/22,509
2020/12/23,509
2020/12/24,510
2020/12/25,511
2020/12/28,515
2020/12/29,515
2020/12/30,525
2020/12/31,530
2021/1/4,536
2021/1/5,542
2021/1/6,549
2021/1/7,565
2021/1/8,580
2021/1/11,584
2021/1/12,591
2021/1/13,605
2021/1/14,592
2021/1/15,601
2021/1/18,607
2021/1/19,627
2021/1/20,647
2021/1/21,673
2021/1/22,649
2021/1/25,633
2021/1/26,617
2021/1/27,615
2021/1/28,601
2021/1/29,591
2021/2/1,611
2021/2/2,632
2021/2/3,630
2021/2/4,627
2021/2/5,632
2021/2/17,663
2021/2/18,660
2021/2/19,652
2021/2/22,650
2021/2/23,641
2021/2/24,625
2021/2/25,635
2021/2/26,606
2021/3/2,609
2021/3/3,622
2021/3/4,601
2021/3/5,601
2021/3/8,598
2021/3/9,595
2021/3/10,597
2021/3/11,609
2021/3/12,614
2021/3/15,611
2021/3/16,613
2021/3/17,604
2021/3/18,602
2021/3/19,591
2021/3/22,593
2021/3/23,594
2021/3/24,576
2021/3/25,575
2021/3/26,590
2021/3/29,599
2021/3/30,597
2021/3/31,587
2021/4/1,602
2021/4/6,610
2021/4/7,610
2021/4/8,613
2021/4/9,610
2021/4/12,605
2021/4/13,605
2021/4/14,612
2021/4/15,619
2021/4/16,610
2021/4/19,603
2021/4/20,602
2021/4/21,592
2021/4/22,591
2021/4/23,602
2021/4/26,610
2021/4/27,610
2021/4/28,602
2021/4/29,600
2021/5/3,588
2021/5/4,591
2021/5/5,585
2021/5/6,587
2021/5/7,599
2021/5/10,589
2021/5/11,571
2021/5/12,560
2021/5/13,547
2021/5/14,557
2021/5/17,549
2021/5/18,572
2021/5/19,567
2021/5/20,567
2021/5/21,573
2021/5/24,568
2021/5/25,583
2021/5/26,585
2021/5/27,582
2021/5/28,590
2021/5/31,597
2021/6/1,598
2021/6/2,595
2021/6/3,596
2021/6/4,595
2021/6/7,592
2021/6/8,589
2021/6/9,586
2021/6/10,599
2021/6/11,602
2021/6/15,609
2021/6/16,605
2021/6/17,606
2021/6/18,603
2021/6/21,583
2021/6/22,578
2021/6/23,595
2021/6/24,590
2021/6/25,591
2021/6/28,590
2021/6/29,595
2021/6/30,595
2021/7/1,593
2021/7/2,588
2021/7/5,591
2021/7/6,592
2021/7/7,594
2021/7/8,588
2021/7/9,584
2021/7/12,593
2021/7/13,607
2021/7/14,613
2021/7/15,614
2021/7/16,589
2021/7/19,582
2021/7/20,581
2021/7/21,585
2021/7/22,591
2021/7/23,585
2021/7/26,580
2021/7/27,580
2021/7/28,579
2021/7/29,583
2021/7/30,580
2021/8/2,590
2021/8/3,594
2021/8/4,596
2021/8/5,596
2021/8/6,591
2021/8/9,595
2021/8/10,591
2021/8/11,590
2021/8/12,586
2021/8/13,581
2021/8/16,584
2021/8/17,580
2021/8/18,574
2021/8/19,559
2021/8/20,552
2021/8/23,566
2021/8/24,572
2021/8/25,585
2021/8/26,594
2021/8/27,599
2021/8/30,605
2021/8/31,614
2021/9/1,613
2021/9/2,607
2021/9/3,620
2021/9/6,631
2021/9/7,623
2021/9/8,619
2021/9/9,619
2021/9/10,622
2021/9/13,615
2021/9/14,613
2021/9/15,607
2021/9/16,600
2021/9/17,600
2021/9/22,586
2021/9/23,588
2021/9/24,598
2021/9/27,602
2021/9/28,594
2021/9/29,580
2021/9/30,580
2021/10/1,574
2021/10/4,572
2021/10/5,572
2021/10/6,571
2021/10/7,580
2021/10/8,575
2021/10/12,575
2021/10/13,571
2021/10/14,573
2021/10/15,600
2021/10/18,590
2021/10/19,600
2021/10/20,598
2021/10/21,596
2021/10/22,600
2021/10/25,593
2021/10/26,599
2021/10/27,599
2021/10/28,595
2021/10/29,590
2021/11/1,590
2021/11/2,592
2021/11/3,592
2021/11/4,587
2021/11/5,600
2021/11/8,602
2021/11/9,611
2021/11/10,612
2021/11/11,606
2021/11/12,604
2021/11/15,608
2021/11/16,610
2021/11/17,610
2021/11/18,613
2021/11/19,618
2021/11/22,615
2021/11/23,612
2021/11/24,603
2021/11/25,603
2021/11/26,596
2021/11/29,593
2021/11/30,596
2021/12/1,600
2021/12/2,615
2021/12/3,608
2021/12/6,600
2021/12/7,607
2021/12/8,602
2021/12/9,608
2021/12/10,605
2021/12/13,601
2021/12/14,599
2021/12/15,600
2021/12/16,605
2021/12/17,607
2021/12/20,598
2021/12/21,597
2021/12/22,600
2021/12/23,606
2021/12/24,604
2021/12/27,606
2021/12/28,615
2021/12/29,616
2021/12/30,615
2022/1/3,631
2022/1/4,656
2022/1/5,650
2022/1/6,644
2022/1/7,634
2022/1/10,643
2022/1/11,651
2022/1/12,660
2022/1/13,661
2022/1/14,672
2022/1/17,683
2022/1/18,662
2022/1/19,654
2022/1/20,651
2022/1/21,641
2022/1/24,653
2022/1/25,641
2022/1/26,636
2022/2/7,635
2022/2/8,628
2022/2/9,633
2022/2/10,649
2022/2/11,650
2022/2/14,637
2022/2/15,633
2022/2/16,646
2022/2/17,645
2022/2/18,637
2022/2/21,632
2022/2/22,627
2022/2/23,625
2022/2/24,604
2022/2/25,604
2022/3/1,604
2022/3/2,601
2022/3/3,602
2022/3/4,595
2022/3/7,576
2022/3/8,563
2022/3/9,568
2022/3/10,587
2022/3/11,575
2022/3/14,572
2022/3/15,558
2022/3/16,558
2022/3/17,582
2022/3/18,581
2022/3/21,586
2022/3/22,583
2022/3/23,590
2022/3/24,591
2022/3/25,598
2022/3/28,584
2022/3/29,589
2022/3/30,600
2022/3/31,597
2022/4/1,589
2022/4/6,578
2022/4/7,566
2022/4/8,567
2022/4/11,558
2022/4/12,557
2022/4/13,573
2022/4/14,573
2022/4/15,562
2022/4/18,561
2022/4/19,565
2022/4/20,570
2022/4/21,565
2022/4/22,558
2022/4/25,547
2022/4/26,546
2022/4/27,526
2022/4/28,531
2022/4/29,538
2022/5/3,531
2022/5/4,534
2022/5/5,542
2022/5/6,528
2022/5/9,520
2022/5/10,518
2022/5/11,521
2022/5/12,505
2022/5/13,511
2022/5/16,520
2022/5/17,530
2022/5/18,538
2022/5/19,522
2022/5/20,530
2022/5/23,528
2022/5/24,520
2022/5/25,524
2022/5/26,514
2022/5/27,530
,
,
,
,
